,YEAR,WEEK,wk_1,wk_2,wk_3,wk_4,wk_5,wk_6,wk_7,wk_8,wk_9,wk_10,wk_11,wk_12,wk_13,wk_14,wk_15,wk_16,wk_17,wk_18,wk_19,wk_20,wk_21,wk_22,wk_23,wk_24,wk_25,wk_26,wk_27,wk_28,wk_29,wk_30,wk_31,wk_32,wk_33,wk_34,wk_35,wk_36,wk_37,wk_38,wk_39,wk_40,wk_41,wk_42,wk_43,wk_44,wk_45,wk_46,wk_47,wk_48,wk_49,wk_50,wk_51,wk_52,wk_53
0,2003,41,0.012164953985672506,0.011305716764777705,0.012524576891938779,0.013023726748145227,0.01405510472687336,0.013843691889572306,0.013256306463287135,0.014347453049032382,0.012543298858802523,0.012575700870985302,0.0158017198710328,0.019800813656115936,0.01904283469534385,0.015901037469138173,0.018155905851867847,0.024180059940738477,0.02866351647372747,0.03166619871333179,0.030155013088592423,0.029978018331881715,0.023195673671710465,0.019470660558567308,0.017298524404086267,0.015183709155974869,0.012261642024402629,0.01054333529157937,0.010710813188396104,0.008261204998395062,0.00820505249530126,0.006308463317019354,0.006393495810828864,0.005866090349018342,0.007730235667725222,0.007907430023561922,0.007118472626122139,0.007946374786921805,0.005866037997503813,0.0061598200941432825,0.0049150682390763385,0.006043413912185496,0.005244780365841392,0.005906923758491203,0.005051353090980326,0.006342706603287326,0.0061011840064924714,0.0064122659522927415,0.006614285714285714,0.0079268106423924,0.006390593047034765,0.006367315368572257,0.00747828771063376,0.009608725761772853,0.010432493017132487
1,2003,42,0.011305716764777705,0.012524576891938779,0.013023726748145227,0.01405510472687336,0.013843691889572306,0.013256306463287135,0.014347453049032382,0.012543298858802523,0.012575700870985302,0.0158017198710328,0.019800813656115936,0.01904283469534385,0.015901037469138173,0.018155905851867847,0.024180059940738477,0.02866351647372747,0.03166619871333179,0.030155013088592423,0.029978018331881715,0.023195673671710465,0.019470660558567308,0.017298524404086267,0.015183709155974869,0.012261642024402629,0.01054333529157937,0.010710813188396104,0.008261204998395062,0.00820505249530126,0.006308463317019354,0.006393495810828864,0.005866090349018342,0.007730235667725222,0.007907430023561922,0.007118472626122139,0.007946374786921805,0.005866037997503813,0.0061598200941432825,0.0049150682390763385,0.006043413912185496,0.005244780365841392,0.005906923758491203,0.005051353090980326,0.006342706603287326,0.0061011840064924714,0.0064122659522927415,0.006614285714285714,0.0079268106423924,0.006390593047034765,0.006367315368572257,0.00747828771063376,0.009608725761772853,0.010432493017132487,0.010544956094574096
2,2003,43,0.012524576891938779,0.013023726748145227,0.01405510472687336,0.013843691889572306,0.013256306463287135,0.014347453049032382,0.012543298858802523,0.012575700870985302,0.0158017198710328,0.019800813656115936,0.01904283469534385,0.015901037469138173,0.018155905851867847,0.024180059940738477,0.02866351647372747,0.03166619871333179,0.030155013088592423,0.029978018331881715,0.023195673671710465,0.019470660558567308,0.017298524404086267,0.015183709155974869,0.012261642024402629,0.01054333529157937,0.010710813188396104,0.008261204998395062,0.00820505249530126,0.006308463317019354,0.006393495810828864,0.005866090349018342,0.007730235667725222,0.007907430023561922,0.007118472626122139,0.007946374786921805,0.005866037997503813,0.0061598200941432825,0.0049150682390763385,0.006043413912185496,0.005244780365841392,0.005906923758491203,0.005051353090980326,0.006342706603287326,0.0061011840064924714,0.0064122659522927415,0.006614285714285714,0.0079268106423924,0.006390593047034765,0.006367315368572257,0.00747828771063376,0.009608725761772853,0.010432493017132487,0.010544956094574096,0.011123132274048372
3,2003,44,0.013023726748145227,0.01405510472687336,0.013843691889572306,0.013256306463287135,0.014347453049032382,0.012543298858802523,0.012575700870985302,0.0158017198710328,0.019800813656115936,0.01904283469534385,0.015901037469138173,0.018155905851867847,0.024180059940738477,0.02866351647372747,0.03166619871333179,0.030155013088592423,0.029978018331881715,0.023195673671710465,0.019470660558567308,0.017298524404086267,0.015183709155974869,0.012261642024402629,0.01054333529157937,0.010710813188396104,0.008261204998395062,0.00820505249530126,0.006308463317019354,0.006393495810828864,0.005866090349018342,0.007730235667725222,0.007907430023561922,0.007118472626122139,0.007946374786921805,0.005866037997503813,0.0061598200941432825,0.0049150682390763385,0.006043413912185496,0.005244780365841392,0.005906923758491203,0.005051353090980326,0.006342706603287326,0.0061011840064924714,0.0064122659522927415,0.006614285714285714,0.0079268106423924,0.006390593047034765,0.006367315368572257,0.00747828771063376,0.009608725761772853,0.010432493017132487,0.010544956094574096,0.011123132274048372,0.014127357069702993
4,2003,45,0.01405510472687336,0.013843691889572306,0.013256306463287135,0.014347453049032382,0.012543298858802523,0.012575700870985302,0.0158017198710328,0.019800813656115936,0.01904283469534385,0.015901037469138173,0.018155905851867847,0.024180059940738477,0.02866351647372747,0.03166619871333179,0.030155013088592423,0.029978018331881715,0.023195673671710465,0.019470660558567308,0.017298524404086267,0.015183709155974869,0.012261642024402629,0.01054333529157937,0.010710813188396104,0.008261204998395062,0.00820505249530126,0.006308463317019354,0.006393495810828864,0.005866090349018342,0.007730235667725222,0.007907430023561922,0.007118472626122139,0.007946374786921805,0.005866037997503813,0.0061598200941432825,0.0049150682390763385,0.006043413912185496,0.005244780365841392,0.005906923758491203,0.005051353090980326,0.006342706603287326,0.0061011840064924714,0.0064122659522927415,0.006614285714285714,0.0079268106423924,0.006390593047034765,0.006367315368572257,0.00747828771063376,0.009608725761772853,0.010432493017132487,0.010544956094574096,0.011123132274048372,0.014127357069702993,0.017270281395223977
5,2003,46,0.013843691889572306,0.013256306463287135,0.014347453049032382,0.012543298858802523,0.012575700870985302,0.0158017198710328,0.019800813656115936,0.01904283469534385,0.015901037469138173,0.018155905851867847,0.024180059940738477,0.02866351647372747,0.03166619871333179,0.030155013088592423,0.029978018331881715,0.023195673671710465,0.019470660558567308,0.017298524404086267,0.015183709155974869,0.012261642024402629,0.01054333529157937,0.010710813188396104,0.008261204998395062,0.00820505249530126,0.006308463317019354,0.006393495810828864,0.005866090349018342,0.007730235667725222,0.007907430023561922,0.007118472626122139,0.007946374786921805,0.005866037997503813,0.0061598200941432825,0.0049150682390763385,0.006043413912185496,0.005244780365841392,0.005906923758491203,0.005051353090980326,0.006342706603287326,0.0061011840064924714,0.0064122659522927415,0.006614285714285714,0.0079268106423924,0.006390593047034765,0.006367315368572257,0.00747828771063376,0.009608725761772853,0.010432493017132487,0.010544956094574096,0.011123132274048372,0.014127357069702993,0.017270281395223977,0.024069996756219878
6,2003,47,0.013256306463287135,0.014347453049032382,0.012543298858802523,0.012575700870985302,0.0158017198710328,0.019800813656115936,0.01904283469534385,0.015901037469138173,0.018155905851867847,0.024180059940738477,0.02866351647372747,0.03166619871333179,0.030155013088592423,0.029978018331881715,0.023195673671710465,0.019470660558567308,0.017298524404086267,0.015183709155974869,0.012261642024402629,0.01054333529157937,0.010710813188396104,0.008261204998395062,0.00820505249530126,0.006308463317019354,0.006393495810828864,0.005866090349018342,0.007730235667725222,0.007907430023561922,0.007118472626122139,0.007946374786921805,0.005866037997503813,0.0061598200941432825,0.0049150682390763385,0.006043413912185496,0.005244780365841392,0.005906923758491203,0.005051353090980326,0.006342706603287326,0.0061011840064924714,0.0064122659522927415,0.006614285714285714,0.0079268106423924,0.006390593047034765,0.006367315368572257,0.00747828771063376,0.009608725761772853,0.010432493017132487,0.010544956094574096,0.011123132274048372,0.014127357069702993,0.017270281395223977,0.024069996756219878,0.03109622496685507
7,2003,48,0.014347453049032382,0.012543298858802523,0.012575700870985302,0.0158017198710328,0.019800813656115936,0.01904283469534385,0.015901037469138173,0.018155905851867847,0.024180059940738477,0.02866351647372747,0.03166619871333179,0.030155013088592423,0.029978018331881715,0.023195673671710465,0.019470660558567308,0.017298524404086267,0.015183709155974869,0.012261642024402629,0.01054333529157937,0.010710813188396104,0.008261204998395062,0.00820505249530126,0.006308463317019354,0.006393495810828864,0.005866090349018342,0.007730235667725222,0.007907430023561922,0.007118472626122139,0.007946374786921805,0.005866037997503813,0.0061598200941432825,0.0049150682390763385,0.006043413912185496,0.005244780365841392,0.005906923758491203,0.005051353090980326,0.006342706603287326,0.0061011840064924714,0.0064122659522927415,0.006614285714285714,0.0079268106423924,0.006390593047034765,0.006367315368572257,0.00747828771063376,0.009608725761772853,0.010432493017132487,0.010544956094574096,0.011123132274048372,0.014127357069702993,0.017270281395223977,0.024069996756219878,0.03109622496685507,0.043077893871800894
8,2003,49,0.012543298858802523,0.012575700870985302,0.0158017198710328,0.019800813656115936,0.01904283469534385,0.015901037469138173,0.018155905851867847,0.024180059940738477,0.02866351647372747,0.03166619871333179,0.030155013088592423,0.029978018331881715,0.023195673671710465,0.019470660558567308,0.017298524404086267,0.015183709155974869,0.012261642024402629,0.01054333529157937,0.010710813188396104,0.008261204998395062,0.00820505249530126,0.006308463317019354,0.006393495810828864,0.005866090349018342,0.007730235667725222,0.007907430023561922,0.007118472626122139,0.007946374786921805,0.005866037997503813,0.0061598200941432825,0.0049150682390763385,0.006043413912185496,0.005244780365841392,0.005906923758491203,0.005051353090980326,0.006342706603287326,0.0061011840064924714,0.0064122659522927415,0.006614285714285714,0.0079268106423924,0.006390593047034765,0.006367315368572257,0.00747828771063376,0.009608725761772853,0.010432493017132487,0.010544956094574096,0.011123132274048372,0.014127357069702993,0.017270281395223977,0.024069996756219878,0.03109622496685507,0.043077893871800894,0.04830297190229278
9,2003,50,0.012575700870985302,0.0158017198710328,0.019800813656115936,0.01904283469534385,0.015901037469138173,0.018155905851867847,0.024180059940738477,0.02866351647372747,0.03166619871333179,0.030155013088592423,0.029978018331881715,0.023195673671710465,0.019470660558567308,0.017298524404086267,0.015183709155974869,0.012261642024402629,0.01054333529157937,0.010710813188396104,0.008261204998395062,0.00820505249530126,0.006308463317019354,0.006393495810828864,0.005866090349018342,0.007730235667725222,0.007907430023561922,0.007118472626122139,0.007946374786921805,0.005866037997503813,0.0061598200941432825,0.0049150682390763385,0.006043413912185496,0.005244780365841392,0.005906923758491203,0.005051353090980326,0.006342706603287326,0.0061011840064924714,0.0064122659522927415,0.006614285714285714,0.0079268106423924,0.006390593047034765,0.006367315368572257,0.00747828771063376,0.009608725761772853,0.010432493017132487,0.010544956094574096,0.011123132274048372,0.014127357069702993,0.017270281395223977,0.024069996756219878,0.03109622496685507,0.043077893871800894,0.04830297190229278,0.06429047902356357
